ID,year,wave,state,area,juristiction,depth.allowed,species,start.date,end.date,daily.closures,bag.limit,agg.bag.limit,agg.bag.limit.wt,boat.limit,poss.limit,bonus.limit,min.size,min.size2,max.size,max.size2,bag.above.max,bag.above.max.size2,bag.below.min,mode,gear.restriction,other,Comments,imputed
,1996,1,ME,9999,1,9999,Haddock,01/01/96,02/29/96,,,,,,,,19,,,,,,,,,,,
,1996,2,ME,9999,1,9999,Haddock,03/01/96,04/30/96,,,,,,,,19,,,,,,,,,,,
,1996,3,ME,9999,1,9999,Haddock,05/01/96,06/30/96,,,,,,,,19,,,,,,,,,,,
,1996,4,ME,9999,1,9999,Haddock,07/01/96,08/31/96,,,,,,,,19,,,,,,,,,,,
,1996,5,ME,9999,1,9999,Haddock,09/01/96,10/31/96,,,,,,,,19,,,,,,,,,,,
,1996,6,ME,9999,1,9999,Haddock,11/01/96,12/31/96,,,,,,,,19,,,,,,,,,,,
,1997,1,ME,9999,1,9999,Haddock,01/01/97,02/28/97,,,,,,,,19,,,,,,,,,,,
,1997,2,ME,9999,1,9999,Haddock,03/01/97,04/30/97,,,,,,,,19,,,,,,,,,,,
,1997,3,ME,9999,1,9999,Haddock,05/01/97,06/30/97,,,,,,,,19,,,,,,,,,,,
,1997,4,ME,9999,1,9999,Haddock,07/01/97,08/25/97,,,,,,,,19,,,,,,,,,,,
,1997,4,ME,9999,1,9999,Haddock,08/26/97,08/31/97,,,10,,,,,21,,,,,,,,,,,
,1997,5,ME,9999,1,9999,Haddock,09/01/97,10/31/97,,,10,,,,,21,,,,,,,,,,,
,1997,6,ME,9999,1,9999,Haddock,11/01/97,12/31/97,,,10,,,,,21,,,,,,,,,,,
,1998,1,ME,9999,1,9999,Haddock,01/01/98,02/28/98,,,10,,,,,21,,,,,,,,,,,
,1998,2,ME,9999,1,9999,Haddock,03/01/98,04/30/98,,,10,,,,,21,,,,,,,,,,,
,1998,3,ME,9999,1,9999,Haddock,05/01/98,06/30/98,,,10,,,,,21,,,,,,,,,,,
,1998,4,ME,9999,1,9999,Haddock,07/01/98,08/31/98,,,10,,,,,21,,,,,,,,,,,
,1998,5,ME,9999,1,9999,Haddock,09/01/98,10/31/98,,,10,,,,,21,,,,,,,,,,,
,1998,6,ME,9999,1,9999,Haddock,11/01/98,12/31/98,,,10,,,,,21,,,,,,,,,,,
,1999,1,ME,9999,1,9999,Haddock,01/01/99,02/28/99,,,10,,,,,21,,,,,,,,,,,
,1999,2,ME,9999,1,9999,Haddock,03/01/99,04/30/99,,,10,,,,,21,,,,,,,,,,,
,1999,3,ME,9999,1,9999,Haddock,05/01/99,06/30/99,,,10,,,,,21,,,,,,,,,,,
,1999,4,ME,9999,1,9999,Haddock,07/01/99,08/31/99,,,10,,,,,21,,,,,,,,,,,
,1999,5,ME,9999,1,9999,Haddock,09/01/99,10/31/99,,,10,,,,,21,,,,,,,,,,,
,1999,6,ME,9999,1,9999,Haddock,11/01/99,12/31/99,,,10,,,,,21,,,,,,,,,,,
,2000,1,ME,9999,1,9999,Haddock,01/01/00,02/29/00,,,10,,,,,21,,,,,,,,,,,
,2000,2,ME,9999,1,9999,Haddock,03/01/00,04/30/00,,,10,,,,,21,,,,,,,,,,,
,2000,3,ME,9999,1,9999,Haddock,05/01/00,06/30/00,,,10,,,,,21,,,,,,,,,,,
,2000,4,ME,9999,1,9999,Haddock,07/01/00,08/31/00,,,10,,,,,21,,,,,,,,,,,
,2000,5,ME,9999,1,9999,Haddock,09/01/00,10/31/00,,,10,,,,,21,,,,,,,,,,,
,2000,6,ME,9999,1,9999,Haddock,11/01/00,12/31/00,,,10,,,,,21,,,,,,,,,,,
,2001,1,ME,9999,1,9999,Haddock,01/01/01,02/28/01,,,10,,,,,21,,,,,,,,,,,
